Twitler,Durum
" 
13 gundur para iadem yapilmadi 210 gun arasi yazmasi tamamen yalan arkadaslar urunu hic teslim almadan iade ettim buradan beyaz esya almayin ben yandim siz yanmayin",0
trendyol trendyoldestek sikayetvarcom tuketicibasvuru trendyol trendyoldestek   hala bir ses yok 16 ekim den bu yana iadenin gerceklesememesi inanilmaz yorucu tuketicikanunu tuketicikonfed tuketicienstitu hakkimi nasil arayabilirim,0
 arkadaslar burdan beyaz esya almayin insanlarin calisip alin teri dokup aldigi urunleri 1 ayda olsa bile getirmiyorlar paranizida vermiyorlar isterseniz sikayetvarda ki sikayetleri okuyabilirsiniz,0
 bugun 12 gun ve hala parami iade etmediler,0
"trendyol pttkargosen
 
680429081 numarali urunum hala kargoda gorunuyor urunle ilgili iade islemi gapilacagina dair msj geldi mail geldi ama urun hala kargoda ne elime ulasti nede urunun iade ucreti hesabima yatti ",0
   trendyol  ne oldu benim 12 gun boyunca sikayet etmeme ragmen hic yardimetmediginiz 4 kez numarami alip atamadiginiz siparisim vardi hani biri arayacak mi acaba yoksa 5 kez iletisim bilgilerimi mi isteyeceksiniz,0
  trendyol  ne oldu benim 12 gun boyunca sikayet etmeme ragmen hic yardimetmediginiz 4 kez numarami alip atamadiginiz siparisim vardi hani biri arayacak mi acaba yoksa 5 kez iletisim bilgilerimi mi isteyeceksiniz,0
garibanin yuzu gulur mu  ,0
trendyol bu ne sacmalik   ,0
  siparisim nerede,0
lutfetmis trendyol ,0
11 gundur parami vermediler magdur olmak istemiyorsaniz satis sonrasi iyi bir hizmet almak istiyorsaniz  sondan 2 ye oynar,0
 teslim alamadigim urunun iadesini 20 ekimde gerceklestirdim ve 11 gun oldu parami vermediler bunun benzeri cok fazla sikayet var arkadaslar buradan alisveris yaparken iyi dusunun,0
 rezilsin igrencsin acimasizsin ,0
 hayirdir birader bu nedir,0
vahsi kapitalizm boyle bir sey ,0
medyablok hayir deprem olur olmaz boyle bir mesaj geldi  dan degerli is ortagimizege bolgesinde yasanan depremden etkilenen tum is ortaklarimiza gecmis olsun dileklerimizi iletiyoruzurun kontrollerini ve onaylarini yapan ekibimizin depremden etkilenmesi sebebiyle urun,0
"bu siteyi siliyorum bir daha yuklemeyecegim

",0
kolayi var  hemen bir basin aciklamasi sosyal medyada yer alan izmir depreminden sonra personel calistirildigina dair iddialar gercegi yansitmamaktadir bizler her zaman calisanimizin yaninda olduk bla bla bla   ,0
"trendyol izmirde evden calisan calisanlarini bugun zorla masa basina gecmeye zorluyor

gercekten terbiyesizsiniz 

insanlarin evleri hasarli nasil calissinlar psikolojileri cokmus

ahlaksizlar 
trendyol



 ",0
hala izmirdeki  magduru insanlar icin calisma zorunlulugu getirdiginize inanamiyorum  ,0
eger bu iddia dogruysa basta tum influencerlar olmak uzere herkes tarafindan yapilacak cok agir boykotu hak ediyorlar ,0
 gozlerini para hirsi burumus,0
"trendyol para kazanmaya ara veremez 

daha once depolarindaki emek somurusunun boyutlariyla gundeme gelen  cagri merkezi hizmeti aldigi firmanin  calisanlarini  e ragmen mesaiye cagirdi ",0
  hakkinda cikan haberler kesinlikle dogruyu yansitmamaktadir kimseye calisma zorunlulugu ile ilgili bir sey soylenmemistir hatta aksine deprem anindan itibaren kesinlikle evlere girmememizi tekrar tekrar duyuru olarak gectiler ,0
dogruysa yaziklar olsun trendyol    ,0
biraz insaf robot degil insanlar calisiyor  ,0
insanlar acisiyla tramvasiyla korku dolu bir suru artci depremle geceyi zor ederken utanmadan insan calistiriyorsunuz oyle mi yaziklar olsun  ,0
yaziklar olsun hic mi utanmaniz yok ,0
trendyol izmir de bulunan calisanlarindan yasanan depreme karsi sabah 9 dan  aksamdan 6 ya kadar calismalarini istiyorlarsa ulkemizdeki ozel sektorlerin halini varin siz dusunun bir asgari ucret ugruna olum doseginde olduysan bile gel calis diyor  ,0
"dan skandal izmirdeki calisan call center personeline depreme ragmen izin vermedi 

",0
 hakkinda cok ciddi bir iddia ulasti trendyol webhelp isimli firmadan call center hizmeti aliyor tum firmalar izmirdeki operasyonlarina ara verirken trendyol mazeret kabul etmeden call centerdestek hatti personelinin calismasini istiyor bu zulumdur,0
"webhelp sirketine bagli deki musteri hizmetleri elemanlarinizdan yarin 96 calismasini istediginiz dogru mu trendyol hem de evlerinde hasar oldugunu bildirmelerine ragmen  

",0
her gun tonlarca sikayet kaydo aciliyor cozum yok peki beni yonlendirin kiminle sorunumu cozucem diyorum oda yokilla davalarla mahkemelerle ugrasip isi uzatmak mi gerekiyor 300 tl lik birsey icin trendyol      ,0
yazin sonunda aldigim ayakkabiyi hala getirmediniz bir de arayip iade isteyince belki ayakkabi gelir diyorsunuz yazlik ayakkabiyi simdi ben ne yapayim acaba ,0
" 20 ekimde teslim almadigim urunun tahmini sure icerisinde getirilmemesinden dolayi iade ettim

ve parami hala vermediler lutfen burdan alisveris yaparken iyice dusunun ve sikayetleri okuyun",0
"20 ekim gunu bana teslim edilmeyen urunu iade talebinde bulundum ve hala parami vermediler burdan fiyati yuksek urunler almanizi onermem
",0
bulundugunuz bolgeye kargo teslimatimiz yok diyorsaniz o bolgeye kargo almayacaksiniz biz salak veya sizin esseginiz degiliz surekli ayni seyi yapiyorsunuz ve  hala neden  ile calisiyor anlasilir gibi degil,0
" 
10 gun once verdigim siparisi iade talebinde bulundum teslim almadigim urunu ve hala parami vermediler burdan buyuk birsey alirken 2 kere dusunun",0
bak ayin sonunu zar zor getirdik bizi bu bataga cekme lutfen  trendyol  ,0
trendyol bu ne hiz  sok oldum 17 gun sonra bana cevap verdiniz 12 gun sonra urun teslim edilmis onu da gordunuz mu bari trendyol  ,0
"lutfen 
gelbabadaki   yorumlari icin    
            ",0
sevgili trendyol hizli market uygulamasinda calistiginiz bazi marketlerin fiyat politikasinda ciddi problem var marketler insert fiyatlarini sizin musterilerinize sunmuyor sizden siparis verirsem buyuk zarar ediyorum acaba bunlar  umu kandiriyor yoksa tuketicinizimi,0
 urunu siparis verdim trendyol firmasi 19102020 tarihinde urunu kargolandi diye sms atti bende kargomda hareketlik goremeyince kargo firmasini aradim sok olcam cevabi aldim faturayi kesilmis yanliz urunu kargoya teslim edilmemistrendyol foxhaber showanahaber,0
 8 ekim tarihinde iptalini yaptigim urunun halen ucret iadesini yapmayip her seferinde belki de kargo firmasindan dolayi yapmis oldugunuz magduriyetim icin bir daha sizden alisveris yapacaklari uyarmak gerek,0
 tv de reklam urunu diye diye dolandirildik ne bir muhattap ne bir geri donus dolandiricinin da reklamini yapmasaydiniz keske  2 cift superstar ayakkabi gonderemediniz yaziklar olsun size,0
 bozuk mal satmak senin sucundur tuketicinin degil trendyol tuketici haklari geregi ayipli urunu iade almak zorundasin ya sattirma ya da arkasinda dur,0
trendyol guvenli olmayan bir platform oldugunu bilseydim hic bulasmazdim her yerde kolay iade  kosulsuz iade yazmakla olmuyor demek ki ,0
trendyol bittibitiyor saticisindan urun aldim denedim ve bozuk oldugunu farkettim ne iadeyi kabul ediyor ne de degisimi satici da araci da dolandiricidir artik gozumde  tuketiciyi korumuyor ,0
 su reklam yaptiklariniz kadar birde parasini kesip urununu gondermeyip beklettiginiz musterilerinizin  bi nebze magdur ettikleriniz reklamini yapsaniztrendyol tam yol mus,0
trendyol hani 50 yl gonderiyordu   trendyol,0
tredyol bir dolandirici firmasidir trendyol dan akilli saat aldim begenmedigim icin hemem kargoya verdim 14 gun cagma hakkim oldugu halde kabul etmediler sebebi ise kutuyu acip bakmam mis sizin gibi dolanditici bir firma gormedim  ,0
"urunlerimin siparisini vereli iki ay oldu 2 ay
ama hala bana ulasmadi 
gerek satici firma gerek kargo sirketi nereye bildirdiysem geri donus alamadim resmen magdur edildim daha ne yapabilirim yardimci olmaniz icin 
  guvenilirligini yitirmistir
trendyol
trendyolexpress",0
trendyol musteri iliskileri ve cozumleri konusunda bir ben mi sikinti yasiyorum  hesap kapatma sisteminiz bile sorunlupandemi doneminde benden islak imzali kvkk formu isteniyor hesabimi kapatmak icin  trendyol trendyoltech  tuketicibasvuru,0
trendyol trendyol siparisim ile gercekten cok ilgileniyorsunuz bana da gonderseniz ben de ilgilensem keske bir de cocuk yasina degecek artik bir yerlere bagislarim   ,0
"trendyol  
trendyol aldigim fiyat ile iade edilen ucretler birbirleri ile uyusmuyor ustelik kargo ucretsiz olmasina ragmen yetkili birine zaten ulasmak mumkun degil sadece dinleyip dinleyip yapabilecegim birsey yok diyen bir musteri temsilcisi var",0
eyy   ve   10092020 de aldigim urunler nerede bir baksaniza beraber 47 gun oldu da ben bulamadim daha ee gelmeyen urune iade de acamiyorum napcaz simdi,0
trendyol sayesinde sevdigim tum hesaplardan nefret ettim cok sukur kazaami mi begendin hoop kaydir yoo begenmedim bu caydanlik cok guzel cap demliyo hoop kaydir elini cebime sokmus karistiyor gibi hissediyorum ,0
"merhabalar sahtekar  resimlerde gorunen stm 5700 caydanlik setini aldim bana stm5812 geldi ambalaj acilmis dediniz degisim yapmadiniz hadi bunu anladik diyelim aradaki fiyat farkini neden odemiyorsunuz asistan ve mh birsey yapamayiz diyor 
mantikli bir aciklama yapinltf ",0
 dagitimina baslamis pazarlama ekibine sesleniyorum  projesi yapin ornegin kadikoy lokmata ile anlasin sadece sizden satis yapilsin restoranta on odeme yapilir anlasma 1 yil olur talebe gore tikiniz artar yoksa yemeksepeti varken zor,0
 firmasindan bir urun aldim tedarikci firma uyaniklik yapip urunu kargoya faturasini kestiriyor fakat urunu teslim etmeyip 5 gun urunu kargoda gosteriyor utanmadan bana yalan soyleyip kandiriyor  firmasindan hic bir urun satin almayin,0
trendyol dan bir ayakabi aldim cakma gelcek kesin die bekliyordum harbi harbi orjinal geldi tanks you ,0
de yer alan habere gore  yemek siparisi isine giriyor ,0
  dan 1 ay once tek kalemde 3050 tl lik urun almama ve toplamda 4650 tl lik islemim olmasina ragmen neden hala kargo ucreti oduyorum diye musteri iliskilerini aradigimda bana hem 3000 tl lik alisveris hem de 30 adet urun almam gerektigi soylendi tek kalemde almam,0
sepette iyilik var  olarak biz de trendyol sivil toplum destek projesi sepette iyilik hareketindeyiz siz de umudun bilimde oldugunu dusunuyorsaniz sepetinizde bize de yer acin       ,0
trendyol senden aldigim urunu alarmi ile gondereceksen hediye olarak yaninda alarm sokme aletini yollasaydin cok makbule gecerdi   ,0
bir saat once yine kargonuz dagitima cikmistir diye sms aliyorum ama musteri hizmetlerini aradigimda iade talebi olusturuldugunu ogreniyorum bu arada siparis tarihim 6 ekim  merhabaaa  araskargo araskargodestek trendyol    ,0
trendyol  urun ne zaman gelir kis bitiminde mi hafta ici hava yine bozuyor da acaba giyebilicek miyim    ,0
siparis icin donus yapicaktiniz henuz donus yok urun ortada yok     trendyol,0
igrenc reklami yuzunden engelledim trendyolu ohh be ,0
sevgili trendyol sizden 8 ekimde 8182l degerinde telefon aldim ortada ne telefon var ne de geri odenmis para iadesi tuketici haklarina gitmem icin kac gun daha beklememi onerirsiniz     ,0
"bakalim kahramanlarimiz bugun beni arama zahmetinde bulunacak mi araskargo araskargodestek trendyol 
   ",0
trendyol aman ha bulasmayin dolandirici ve hirsiz bunlar ins unluleriyle anlasmislar onlara bedava urun verip acisini bizden cikariyorlar bende batarya yi iade ettim ne haber var ne arayan batarya ucreti kadar telucreti de eklendi hirsizsin  ,0
trendyol berbat ve dolandirici bi site denemek icin bi kizartma tenceresi batarya ve mob icin yedek bez aldim oncelikle 1 ayda teslim ettiler batarya bozuk tencere oyuncak mob temizlik bezi ise elbezi buyuklugunde siz siz olun gormeden almayin ben tovbe ettim  pismanlik,0
 dan uzak durun tv de reklam veriyorlar siparis vereli 25 gun oldu hala 1 cift ayakkabiyi kargoya vermediler hala da vermiyorlar bakalim ne zaman verecekler ya da iptal edecekler burdan performanslarini paylasacagim ,0
"suratkargotr trendyol  
5gun boyunca guzelyalidan cikan kargonun uckuyulara ulasmasini bekledim evime 15dk mesafeye gelmeyen kargo bir anda kendi kendine iade edilme karari almis bu nasil mumkun oluyor acaba ",0
bu kadar rezil bir satin alma deneyimi ilk defa yasiyorum tesekkurler ,0
  istiyorsunuz ki herseyi sizden alalim ama kargocular da istiyor ki hep evde olalim e biz surekli evde oturursak alisveris parasini kim kazanacak,0
trendyol ve araskargo arasinda yasanan ihmallkarlik ve iletismsizlikten dolayi ben 3aydir iademi alamadim musteri umurunda olmayan insanlar tarafindan hem urunler hem param alindi araskargodestek konuyla ilgileniyoruz maili degil para iademi istiyorum  ,0
 7 gun oldu hala  ya bir urunu teslim ettiremediginiz icin sizi tebrik ediyorum,0
aradigimiz her seyin   da oldugunu bir kadinin dans ederek soylemesi sart mi acaba,0
8 ekim de siparis verdimmevsimler degisti hala urunlerim yokvar mi bir cevabiniz  trendyol ,0
bu trendyol express dedikleri meret o kadar express ki tahmini teslim tarihi 12 gun sonra ,0
ankarada vapur beklesek daha cabuk gelirdi mk,0
trendyol sadece cocuk degil dilsiz usak da satiyor yaziklar olsun insan ticaretine hayir ,0
"farkli bir lezzet ariyorsan iste  obamie  mutlaka denemelisin

                ",0
 islerine gelmedigi zaman kritere uygun degil deyip yayinlanmiyor ,0
 urunler elime ulasmadigi gibi karsimda muatap bulamiyorum yeter artik  cok kotusun yeter,0
son skandaldan dolayi trendyol epey kan kaybetmis olmalihangi kanali acsam trendyol reklami    ,0
trendyol kapida odeme secenegi  yapsa 2 kati kazanacagina kalibimi basarim ,0
ozerarslan trendyolmadurl1 trendyol sikayetvarcom cok sacma bana da butun belgelere ragmen  odeme yok dendi  trendyol  ,0
her calan kapiya kargo diye kosuyorum  ,0
senayy_ trendyolmadurl1 trendyol sikayetvarcom merhaba yapan yaptigi ile kaldi alisveris gerceklesmedi ama alisverisi yapilmak istenen 2 referans numarasini da  iletmeme ragmen alisverisin kim tarafindan yapildigi hakkinda tarafima bilgi verilemeyecegi soylendi,0
urunlere 300 lira odedik ve ortada yoklar iade etmek istesek iade edecek urun yok trendyol sattiginiz urune sahip cikin bizi magdur etmeyin    ,0
trendyol bes gun once verdigim siparis hala hazirlaniyor ne kadar daha hazirlanir acaba ,0
az once kargo takip nedeniyle  musteri hizmetlerini aradim gorusme bittikten sonra ilgili hanim  telefonu kapattigini dusunup ay buneee cok konusuyor dedi hala guluyorum ne sandin guzelim hahahahahh,0
ozerarslan trendyolmadurl1 trendyol sikayetvarcom merhaba sorununuz cozuldumu ben dekont ve provizyon kodu iletmeme ragmen hala trendyol u bilgim disinda para cekildigine inandiramiyorum ki elite musteriyim bir haftadir ozur dileyip tekrar kayit aciliyor ,0
musteri memnuniyetinin olmadigi tek yer trendyol musterilerini degil de firmalarini daha cok savunuyorlar trendyol ,0
mylove_fb trendyol yok kanka trendyol bitmis  trendyol,0
2     trendyol yurtici kargoyla gonderinin havada kalan statusuyle kapandigini ogreniyorum ama trendyol 6ya teslim edildi diyor 35 aydir param trendyol araciligiyla gasp ediliyor ,0
 uc aydir iadesi redolan urun bana geri gonderilemedi ariyorum sadece ozur dileyip en kisa zamanda gonderilecek deniyor savciliga gidip suc duyurusundami bulunmam gerek anlamiyorum ki,0
trendyoldan aldigim hirkanin yapmis oldugu alerji    bir daha asla ,0
elimizdeki urun arizali ciktisikinti cikmasin diye musteriye gondermedik diyorum anlamiyor gondermedn diye tedarik edememe cezasi kesen  ali kiran bas kesen olmus insallah sana da bir gun biri oyle bi ceza keser ki aklin basina gelir   ,0
hava sogudu artik aldigim kazaklari gondersen mi 8ekimde verdigim siparisim barkod hatasi yuzunden teslim edilmiyor trendyol ,0
trendyol bilgim disinda tarafiniz tarafindan yapilan harcamayi dekont ve provizyon kodu vermeme ragmen hala size ispat edemiyorumher musteri temsilciniz bir onceki adina ozur dileyip tekrar kayit  odeme ne harcama var ,0
trendyol bilgim disinda cekilen odemeyi dekont  provizyon kodu gondermeme ragmen hala sonuclandiramadiniz  butun belgelere ragmen hala alisveris yok harcama yok diyorsunuz gunler oldu geri donus yok biktim yeni surekli yeni sikayet talebi acmanizdan,0
milyarlik reklam veriyorsunuz nicin  sahte urun satmak icin mi   adidasoriginals adidas adidas trendyol senin urunleri buyuk ihtimalle sahtesini sattiriyor ki alanlar oyle demis donanimhaber de ve gondermiyor,0
 guvenlik biriminin ne kadar guzel calistigini gorecegiz 400 tl kadar dolandirildim bakalim beklemedeyim,0
"nefret ediyorum artik bu internet alis veris sitelerinden

bir urun 2 kere hatali gonderilir mi 2 kere ayni ayakkabi gelir mi ya dalga mi geciyorsunuz insanlarla  ",0
  trendyol 11 gun oldu hala arayan soran yok 3 defa telefonumu aldiniz cerceveletip duvara mi astiniz numarami 11 gun oldu utanin hala arayip sorunumu cozeceksiniz utanin utanin,0
unlulerin normal postlarinda masallah dunyaca unlu luks markalarla cekildikleri fotograflari hic eksik olmuyor yalniz hikayeler hep  ve onun markalari 29 l tisort diyor ulen bir onceki postundaki tisort 2999 l,0
 trendyoldan 13 gundur gelmeyen siparis  ,0
sahi telefonun ucunda ulasilabilecek tek bir elemaniniz yoksa ya da ulasmak imkansizsa o musteri hizmetleri numarasi neden vardir   ,0
musteri memnuniyeti nedir bilir misiniz   tuketici hakem heyetine basvurmak icin gunlerdir faturami gondermenizi bekliyorum   ,0
1 aydir urun kargo diyorlar meger ortada oyle bir urun yokmus   ,0
 ayakkabimi ver pic,0
trendyoldestek  trendyol adreste bulunamadigim icin iade olan kargom berede belli degil musteri hizmetlerinde aldipim soru ise siparis elinize daha once gecti mi kargo firmasi ismi ya da kodu bile verilmiyor ben islemi nasil takip edecegim acaba,0
trendyol unisex pembe tulumunuz ve unisex pazen elbiseniz muhakkak ki yanlislik degil  normallestirme cabasi sankiacil degismezse boyle dusunucez ,0
trendyol kartallselda benim kredi kartim nasil kopyalandi o zaman bir tek sizde kayitliydi demek ki sistemininiz hacklenmis lutfen dogru haber verin   ,0
trendyoldan mail ile bir urunun ic gorselini istedim numaradan iletebileceklerini belirttiler numarayi kaydettim not kismina dus pesindeysen dus pesime pasam yazmis suan da neyin pesine dustugumden emin degilim ,0
ben senin sokagina girdim cikamiyorum  trendyol,0
yine birtakim gunahlar isledim ,0
sevgili trendyol kuruculari lutfen bir kiyafete bakarkenarka plana aldigimizda uygulamayihemen kendini yenilemesin tam kiyafeti begendim arkadasima yazacagim hop kiyafet kalmamis bi care lutfen trendyol ,0
sahind2020  kredi kart bilgileri sisteme siz farkinda olmadan kaydediliyorsilmek icin epey ugrasiyorsunuzilgili sayfada sag ustte nokta kadar biryeri fark edebilene kadar,0
trendyol gibi kafaniza tas dussun  pismanliktir dolandirici bunlar,0
 dan siparis ettigim abajurlerlerim nerdeeeeee,0
sizlerde  hesaplariniza dikkat edin eskisi kadar guvenli degil,0
"trendyolu her actigimda en basta dolap uygulamasini gormek zorunda miyim  
istemiyorum dolap molap  her yerde reklam yetmedi icindeki urunlerde de manipulasyon basladi   ",0
bu  4 yildir aktif olarak ocagima incir agaci dikiyor,0
 un linkleri dusun artik yakamizdan her yerdesiniz heryerdeeee bakmak istemiyorum ama bakmazsam basima birsey gelecekmis gibi hissediyorum,0
alisveris yaptigim  sitesi kredi karti bilgilerimi baska siteler veya hackerlarla paylasmiski allahtan erken fark ettim buna ragmen 3 bin tl civarinda dolandirildim ,0
"  uygulamasi uzerinden    ten aldigimiz sozde kasap kofte tamamen kikirdak cekilmis salca ve baharatlarla kamufle edilmeye calisilmis resmen cop   alin siz yiyin 
  ",0
 reklamlari gibi heryerde karsima cikiyorsun ,0
indirim diye fiyati 4 yapip sonra 2ye indiriyorlar hahaiakais harika  ,0
 urunleri 2 kati fiyatina satiyor urune bakip sonra o markanin sitesine girip bakarsaniz fiyatin yariya dustugunu gorursunuz hala nasil waaaooo trendyolda indirrreeiiiiim yalanina inaniliyor hayret bisey  ,0
"trendyol anneme aldigim baharatlik takimindan bir parca kirik geldi  helpp
",0
trendyol bugun 21gun dolduaktif olarak 14 gundur  ve  mngkargodestek trendyol yazmadigim aramadigim yer kalmadi sorun hala cozulmedivallahi para almaya mal satmaya gelince super hizlisiniz sorun cozerken kaplumbaga,0
bu ay bir sey almayacagim dedigim anda  indirim yapiyor ,0
9 gundur kargo bekliyorum hala getiremediniz alt tarafi istanbuldan geliyor aliexpressden siparis verseydim daha hizli gelirdi  ,0
gozlerim kapida kulagim seste bi gelebilsen ahh bir gorebilseemmm ,0
trendyol aramanizi bekliyorum  ,0
 linkteki cantalar 20304050 tl linke tikla kap bitane  ,0
trendyol ekim 6 sinda aldigim adidas marka ayakkabi henuz ortada yok uygulamadan baglandigim musteri hizmetleri temsilciniz ukala ukala konusup yardimci olamayacagini soyluyor dolandiricilikta zirveye oynuyorsunuz bravo ,0
"trendyol 
18 agustosta alinan   
metal ayakkabilik hasarli geldiginden 
ceva lojistik kargoyla edremit kucukkuyudan iade islemi yapildi
iade numarasiyla verilen kargonun iade islemini 2 ay oldu  yapmadiniz  
daha kac kisiyle gorusme yapilmasi gerekiyor ",0
hocca galin ben trendyol indirimine dusuyorum ,0
trendyol da cliniqueturkiye de muthis indirim var tonigim bitmisti alayim dedim ama da 129l iken  in kendi sitesinde 111l arastirmadan almayin ,0
      trendyol hizli market reklamlarda urunleri market fiyatina satin alacagimizi vaad ederken happy center reyon fiyatlarinin uzerinde satiyor net bir sekilde sahtekarlik milleti enayi gormekten vazgecin artik ,0
trendyol bir tanesinin siparis numarasi bu 372200024 ama yapilan 8 adet bilgim disi islem var 3 tanesi bankadan guvenlik kodu gonderildigi icin basarisiz olmus 5 tanesi onay istenmediginden gerceklestirilebilmis  ,0
trendyol asistan hicbisey yapamayacagini soyluyor sizde var olmasina ragmen 3 kere iletisim bilgilerimi birakarak tarafima telefon ile bilgi verilmesini istedigimi soyledim kimsenin umrunda degil  ,0
trendyolda bir sorumlu var mi  yoksa tek sorumluluk alis veris yapilana kadar mi,0
 boktan ve kazikciniz kimse sakin bulasmasin,0
muge anli  zuhal topal              ne aldiginizi sorgulayin ne sattiginizida avm ler,0
baktikca icim aciyor  ,0
hikayelerde geziyorum bir inf ablamiz kombini paylasmis soyle  gidiyor trendyolm pant70 tl ustune taktigi kemer 360 dolar abla pantolonu tanitiyor oldu mu simdi paran mi bitti demezler mi insana altina giydigi ayk233 dolar yani simdi bu kadin bu pantolonu giyermi ,0
"da  calindi mi
  ",0
trendyol express sanki pek olmamis nerede kaldi hizli kargo trendyol  ,0
istedigimgelen  ,0
gun icinde 2 defa kredi kartimla  trendyol uzerinden  alisveris yapildigina dair banka mesaji geldi  da sorun var sanirim  umariz ki kart bilgilerimize ulasilmamis olsun  trendyol sikayetvarcom ,0
 kredi karti bilgileri calindi iddiasina resmi aciklama yapmadi ,0
arkadaslar trendyol  da kayitli banka  kartiniz varsa hemen silin az once bilgim disinda  manuel para cekimi yapilmis lutfen dikkat edin ,0
trendyol hacklenmis kartlarinizi silin diyolar neyse ki kaybedecek bir sey yok ortada sakinim  ,0
"bir hacker forumunda 480 adet trendyol hesabi paylasildi her ne kadar trendyolun hacklendigi iddialari olsada hesaplarin sifrelerine bakildigi zaman hesaplarin kaba kuvvet saldirisibrute force yapilarak calinmis olma ihtimalinin yuksek oldugu gozukuyor

  ",0
 hakkinda az once bir arkadastan bilgi iletildi siteye saldiri gerceklesmis baskalarinin kartlarindan alisveris yapiyorlarmis bilgilerinizi ve hesaplarinizi kontrol edin,0
ordamisiniz   siparisi 34 gundur bekletiyorsunuz,0
 hacklendi mi trendyol kart bilgileri calindi mi trendyoldan aciklama  ,0
"trendyoldan kredi karti bilgileri calindi iddiasina yanit 



",0
indirim yapip bindiriyorlar  ,0
trendyolda kredi kart bilgileri calindi mi  ,0
"trendyolda kredi kart bilgileri hacklendi iddialarina aciklama




 
 
",0
"trendyolda kredi kart bilgileri hacklendi iddialarina aciklama



",0
eticaret devi  kullanicilarinin kredi karti bilgileri mi calindi  ,0
"trendyoldan flas aciklama kredi karti bilgileri calindi mi

     ",0
trendyol bu da 31 agustosdaki mailiniz  trendyol asistandan cevap veren yok musteri hizmetleri de kem kum muhasebeye ilettik iade edicez laflari    ,0
yemin ediyorum su devirde kimse kimseyi ciklemiyor derdiniz ne sizin ya alt tarafi hizmet sektorusun bi isin var kargo ulastirmak su stok takibini beceremeyen satici stoktakip sisteminize lanet olsun etic ile iyi entegre olamayan beyniniz yansin  trendyol,0
alisveris yapilmistir diye bankanizdan mesaj geliyor arkadaslar bu haberlerin asli var ,0
of seni hayatimin merkezine urunleri bana ulastir kolay ol diye almaliyim boyle dertlerle ugrasiyorsam neden varsin trendyol  neden varsin neden iyi ki varsin dedirtmiyorsun hic bi zaman artik kargolarin gelince mutlu olmuyorum bile ,0
trendyol dsm grup cagri merkezi urunumun hic kargoya verilmemis oldugunu soyledisaka gibi millet elikasilver adli kullaniciniza da sormustum ustelik sikinti yok demisti saticinizi iyi secin o canta dogum gunu hediyesiydi 7yasindaki kiz cocugunun cok uzdunuz onu,0
"trendyolda kredi karti bilgileri calindi mi  trendyol  

 ",0
 trendyol birde cikmamis urunun kargo faturasini kesip tarafima mail ile iletiyorsunuz e faturada her iptal edilen fatura bir bedeldir bu sizi etkilemez onu da gectim yani cikmayan urun faturasi da ne demek,0
trendyol simdi dsm grup cagri merkeziyle canli desteginizden fiziki cikisinda problem olan ama sonra kargoda oldugu belittiginiz urunumden haber aldim saka gibi simdi de urunun satici tarafindan hic kargoya vermediklerini ogreniyorum bu hayatta saticinizi iyi secin ,0
da  calindi mi ,0
halen hazirlaniyor trendyol dalga mi geciyorsunuz 34 gun oldu tuketicibasvuru ticaret ,0
buyurun trendyol    ,0
__chala__ trendyol mngkargo mng kargo online aliverisler de firmalari tokatlayip musteriye kargoyu gondermeyerek magdur ediyor  hikaye olmus bir sirket  adiniz kotu deftere yazildiginda  isigim degistirirsin  bu vakitden onra senin isminin gectigi yerden alisveris yapmam ,0
 kart bilgilerim calindi kartimdan hem trendyoldan hem de morhibodan alis veris yapilmis,0
maalesef iddialar dogru 10102020 tarihinde kartimdan 16995 tl alisveris yapildi paranin iadesini alsam da kartimi iptal etmek durumunda kaldim ayrica alisverisi yapan kisinin bilgileri ve ne alindigina dair bilgiler benimle paylasilmadi,0
trendyol tabi ki olayi yalanlayacak ama ciddi anlamda cok fazla ihbar var kayitli kart bilgilerinizi silin ,0
 sen en guvendigim siteydin ,0
bu kis siradisiyiz           ,0
 da olan kredi karti bilgilerinizi silin cok magdur var diyorlar,0
saglam bilgi yayalim trendyolda kredi kartlari bilgileri sizdiriliyormus ,0
 a kart bilgilerini kaydedenler silsin hacklenmis,0
 hakkinda az once birkac arkadastan bilgi geldi siteye saldiri gerceklesmis baskalarinin kartlarindan alisveris yapiyorlarmis internetten alisveris yaparken sanal kart kullanmanizi siddetle tavsiye ederim bilgilerinizi ve hesaplarinizi derhal kontrol edin,0
 trendyol un siber saldiriya ugradigi ve alis veris yapan kayitli kullanicilarin kart bilgilerinin calindigina dair bilgiler var tedbirinizi alin,0
 trendyol herseyin denetim mekanizmasi var bu hayatta koskoca bir kurum bile isini savsaklayabiliyor bu zamanda benim 1llem bile degerli kusura bakmayin oyle bi denetim dusunun ki tutussunlar her gitmeyen kargoya kol gibi ceza kendileri beceremio cunki,0
"dikkat

arkadaslar hepimizin alisveris yaptigi  patlatmislar hesap bilgilerinizi silin cok sikayet geliyor hesaplarindan para cekiliyor yayalim bunu canlar",0
"trendyol icin musteri bilgileri calindi mesajlari dolasiyor ortalikta
trendyol 
",0
bu yorumda ne varda redediliyor  hakaret mi etmisim kufur mu iceriyor  insanlarla yasadigm sorunu paylasamayacaksam biz niye degerlendirme yapiyoruz milleti kandirmalarina izin vermiyoruz diye mi yayinlanmiyor bu yorum  trendyol  ,0
trendyol sana sesleniyorum bir an once kapida odeme cikart herkes kart mi kullaniyor sanki  trendyol,0
trendyol patlamislar  ,0
